token	apariciones	ejemplos (Strong: definición)
astarte	1	H842: Bosque. Asherah (o Astarte) Fenicio goddess; también imagen de mismo
uprightness	1	H846: Muros. Muro (de su uprightness)
nearness	1	H854: Contigo. Propiamente, nearness (usado solo como preposición o adverbio), cerca; de aquí, en general, con, por, en, entre, etc..
digging	1	H855: Azadón. Hoe o otro digging instrumento
heretofore	1	H865: Ya de tiempo. Heretofore; definitely yesterday
stink	1	H890: Espinas. Stink-weed o cualquier otro noxious o useless planta
noxious	1	H890: Espinas. Stink-weed o cualquier otro noxious o useless planta
berries	1	H891: Uvas. Poison-berries
hollowed	1	H892: Niña. Algo hollowed (como puerta), es decir, alumno de ojo
treacheries	1	H900: Treacheries
flaxen	1	H906: Lino. Flaxen thread o yarn; de aquí, lino vestidura
brag	1	H907: Adivinos. Brag o yacer; también liar
liar	1	H907: Adivinos. Brag o yacer; también liar
invent	1	H908: Lo inventas. (figurativamente) a invent
tin	1	H913: Estaño. Alloy (porque removed por smelting); por analogía, tin
amber	1	H916: Bdelio. Algo en pedazos, es decir, bdellium, a (fragrant) goma (quizá amber); otros perla
breach	1	H918: Para reparar. Mend breach
leak	1	H919: Abertura. Gap o leak (en edificio o barco)
superficially	1	H922: Vacía. Vacuity, es decir, (superficially) undistinguishable ruina
inwardly	1	H926: Se turbarán. Tremble inwardly (o palpitate), es decir, (figurativamente) ser (causativo, hacer) (suddenly) alarmed o agitated; por implicación a apresurar anxiously
panic	1	H928: Terrores. Panic, destrucción
hippopotamus	1	H930: Behemoth. Agua-ox, es decir, hippopotamus o Nile-caballo
cotton	1	H948: Lino. Probablemente cotton (de alguno clase)
delayed	1	H954: Confusos. Propiamente, a pale, es decir, por implicación a ser ashamed; también (por implicación) a ser disappointed o delayed
selected	1	H970: Mozos. Propiamente, selected, es decir, youth (menudo colectivo)
angrily	1	H981: Profiere. Babble; de aquí, a vociferate angrily
beta	1	H984: Asimismo de Beta. Betach, lugar en Siria
pistachio	1	H992: Nueces. (solo en plural) pistachio-nut (de su forma)
elite	1	H1017: Beth-elite, o habitante de Bethel
car	1	H1033: Beth-Car, lugar en Palestina
citadels	1	H1037: Beth-Millo, nombre de dos citadels
eked	1	H1044: Esquileo. Beth-Eked, lugar en Palestina
passes	1	H1048: Beth-passes. Beth-Patstsets, lugar en Palestina
san	1	H1052: Beth-san. Beth-Shean o Beth-Shan, lugar en Palestina
kim	1	H1066: Bochîm. Bo-kim, lugar en Palestina
eldest	1	H1067: Mayor. Eldest hija
birthright	1	H1069: Madurará. Dar birthright
bel	1	H1078: Bel, Baal de Babylonians
invade	1	H1082: Esforzaréme. Romper fuera o suelto (en favorable o unfavorable sentido), es decir, desistir (de aflicción) o invade (con destrucción)
excise	1	H1093: Pecho. Excise (en artículos consumed)
rags	1	H1094: Viejos. (solo en plural construction) rags
alarms	1	H1161: Alarms
modifications	1	H1167: Dueño. Maestro; de aquí, marido, o (figurativamente) owner (menudo usado con otro sustantivo en modifications de este latter sentido)
banana	1	H1195: Banana, nombre de cuatro Israelita
brutish	1	H1197: Ardía. Kindle, es decir, consumir (por fuego o por comer); a ser(-venir) brutish
onion	1	H1211: Las cebollas. Onion
rip	1	H1234: Rotos. Cleave; en general, a rasgar, romper, rip o abierto
fruitful	1	H1238: Todo. Derramar fuera, es decir, a vacío, figurativamente, a depopulate; por analogía, a extender fuera (como fruitful vid)
herd	1	H1241: Vacas. Beef ganado o animal de ox familia de uno u otro género (como usado para plowing); colectivamente, herd
lye	1	H1253: Vegetal lye (de su cleansing); usado como soap forwashing, o flux formetals
novelty	1	H1278: Nueva. Creation, es decir, novelty
alkali	1	H1287: Jabón. Vegetal alkali
camels	1	H1295: Estanque. Reservoir (en el cual camels kneel como resting-lugar)
brightly	1	H1303: Espinas. Espino (quizá como ardiente brightly)
virgin	1	H1330: Virgen. Virgin (de su privacy); veces (por continuation) bride; también (figurativamente) ciudad o estado
virginity	1	H1331: Virgen. (colectivamente y en abstracto) virginity; por implicación y en concreto, tokens de ello
tokens	1	H1331: Virgen. (colectivamente y en abstracto) virginity; por implicación y en concreto, tokens de ello
phoenicia	1	H1380: Gebal, lugar en Phoenicia
coriander	1	H1407: Culantro. Coriander semilla (de su furrows)
furrows	1	H1407: Culantro. Coriander semilla (de su furrows)
acts	1	H1420: Poder. Grandeza; (en concreto) poderoso acts
browsing	1	H1423: Cabrito. Joven cabra (de browsing)
stack	1	H1430: Montón. Stack de sheaves; por analogía, tomb
sheaves	1	H1430: Montón. Stack de sheaves; por analogía, tomb
tomb	1	H1430: Montón. Stack de sheaves; por analogía, tomb
heal	1	H1455: Curará. Quitar (bandage de herida, es decir, heal ello)
grubbing	1	H1462: Langosta (de su grubbing como larvae)
larvae	1	H1462: Langosta (de su grubbing como larvae)
closed	1	H1480: Cuerpo. Corpse (como closed a sentido)
sojourn	1	H1481: Vivir. Propiamente, a volver aparte de camino (para lodging o cualquier otro propósito), es decir, sojourn (como guest); también a shrink, temor (como en strange lugar); también a reunir forhostility (como afraid)
destiny	1	H1486: Suerte. Propiamente, pebble, es decir, suerte (pequeño piedras siendo usado para que propósito); figurativamente, porción o destiny (como si determined por suerte)
determined	1	H1486: Suerte. Propiamente, pebble, es decir, suerte (pequeño piedras siendo usado para que propósito); figurativamente, porción o destiny (como si determined por suerte)
dressed	1	H1496: Piedras. Algo cortar, es decir, dressed piedra
stump	1	H1503: Tronco. Trunk o stump de atree (como felled o como planted)
ember	1	H1513: Ascua. Ember
compressing	1	H1517: Tendón. Thong (como compressing); por analogía, tendon
tendon	1	H1517: Tendón. Thong (como compressing); por analogía, tendon
barber	1	H1532: Barbero. Barber
goliath	1	H1555: Goliath. Goljath, Filisteo
embryo	1	H1564: Mi embrión. Wrapped (y unformed masa, es decir, como embryo)
absorb	1	H1572: Escarba. Absorb
junco	1	H1573: Junco. Propiamente, absorbent, es decir, bulrush (de su porosity); específicamente papyrus
absorbent	1	H1573: Junco. Propiamente, absorbent, es decir, bulrush (de su porosity); específicamente papyrus
porosity	1	H1573: Junco. Propiamente, absorbent, es decir, bulrush (de su porosity); específicamente papyrus
treatment	1	H1576: Pago. Treatment, es decir, acto (de bueno o mal); por implicación, servicio o requital
wean	1	H1580: Pagáis. Treat persona (bien o mal), es decir, beneficio o requite; por implicación (de fatiga), a ripen, es decir, (específicamente) a wean
fenced	1	H1588: Huerto. Huerto (como fenced)
thieve	1	H1589: Hurtó. Thieve (literal o figurativamente); por implicación, a deceive
coffer	1	H1595: Tesoros. Tesoro; por implicación, coffer
chiding	1	H1606: Amenaza. Chiding
resin	1	H1614: Azufre. Propiamente, cypress-resin; por analogía, sulphur (como equally inflammable)
inflammable	1	H1614: Azufre. Propiamente, cypress-resin; por analogía, sulphur (como equally inflammable)
burned	1	H1615: Cal. Lime (de siendo burned en kiln)
itching	1	H1618: Ó sarnoso. Scurf (de itching)
pellet	1	H1620: Berry (como si pellet de rumination)
scraping	1	H1625: Rumia. Cud (como scraping garganta)
skeleton	1	H1634: Trono. Bone (como skeleton de cuerpo); de aquí, sí mismo, es decir, (figurativamente) muy
bony	1	H1636: Garmi. Bony, es decir, fuerte
roughly	1	H1641: Rumia. Drag fuera roughly; por implicación, a traer arriba cud (es decir, ruminate); por analogía, a saw
ruminate	1	H1641: Rumia. Drag fuera roughly; por implicación, a traer arriba cud (es decir, ruminate); por analogía, a saw
kite	1	H1676: Kite (de su rápido huida)
instincts	1	H1682: Abejas. Bee (de su systematic instincts)
innermost	1	H1687: Oráculo. Shrine o innermost parte de sanctuary
solder	1	H1694: Junturas. Coyuntura; por implicación, solder
stickiness	1	H1706: Miel. Miel (de su stickiness); por analogía, syrup
syrup	1	H1706: Miel. Miel (de su stickiness); por analogía, syrup
spawn	1	H1711: Multipliquen. Spawn, es decir, llegar ser numerous
flaunt	1	H1713: Señalado. Flaunt, es decir, levantar flag; figurativamente, a ser conspicuo
eggs	1	H1716: Que cubre. Cría sobre eggs o joven
irregularly	1	H1725: Atropellador. Curvet o mover irregularly
fishery	1	H1729: Pescador. Propiamente, fishery, es decir, gancho forfishing
lover	1	H1730: Tío. (figurativamente) a amar; por implicación, amar-señal, lover, amigo; específicamente uncle
uncle	1	H1730: Tío. (figurativamente) a amar; por implicación, amar-señal, lover, amigo; específicamente uncle
jesse	1	H1732: David, youngest hijo de Jesse
aunt	1	H1733: Tía. Aunt
dodo	1	H1734: Dodo, nombre de tres Israelitas
mandrake	1	H1736: Cestas. Boiler o basket; también mandrake (como aphrodisiac)
loathing	1	H1741: Dolor. Sickness; figurativamente, loathing
troubled	1	H1742: Doliente. Enfermo; figurativamente, troubled
grouse	1	H1744: Abubilla. Hoopoe o else grouse
gyrate	1	H1752: Propiamente, a gyrate (o mover en círculo), es decir, a permanecer
moran	1	H1753: Moran. Residir
thresh	1	H1758: Trillaba. Pisotear o thresh
millet	1	H1764: Millet
falcon	1	H1772: Buitres. Falcon (de su rápido huida)
dinah	1	H1783: Dinah, hija de Jacob
injured	1	H1790: Pobre. Crushed, es decir, (figurativamente) injured
contrite	1	H1793: Quebrantado. Crushed (literalmente powder, o figurativamente, contrite)
collapse	1	H1794: Molido. Collapse (phys. o mentalmente)
mutilated	1	H1795: Mutilated
dashing	1	H1796: Sus ondas. Dashing de surf
register	1	H1799: Memoria. Register
dangle	1	H1802: Sacó. Propiamente, a dangle, es decir, a dejar abajo abucket (para dibujo fuera agua); figurativamente, a librar
delilah	1	H1807: Dalila. Delilah, Filisteo mujer
swinging	1	H1817: Puerta. Algo swinging, es decir, valve de adoor
causes	1	H1818: Sangre. Sangre (como que el cual cuando shed causes muerte) de hombre o animal; por analogía, jugo de uva; figurativamente (especialmente en plural) bloodshed (es decir, drops de sangre)
crumbling	1	H1852: Como una cortina. Algo crumbling, es decir, fino (como delgado tela)
starve	1	H1856: Me pasen. Stab; por analogía, a starve; figurativamente, a revile
transitory	1	H1892: Vanidad. Emptiness o vanity; figurativamente, algo transitory y unsatisfactory; menudo usado como adverbio
unsatisfactory	1	H1892: Vanidad. Emptiness o vanity; figurativamente, algo transitory y unsatisfactory; menudo usado como adverbio
ebony	1	H1894: Ebony
musing	1	H1900: Pensamiento. Musing
murmuring	1	H1902: Higaion. Murmuring sonido, es decir, musical notation (probablemente semejante a modern affettuoso a indicar solemnity de movement); por implicación, machination
notation	1	H1902: Higaion. Murmuring sonido, es decir, musical notation (probablemente semejante a modern affettuoso a indicar solemnity de movement); por implicación, machination
solemnity	1	H1902: Higaion. Murmuring sonido, es decir, musical notation (probablemente semejante a modern affettuoso a indicar solemnity de movement); por implicación, machination
movement	1	H1902: Higaion. Murmuring sonido, es decir, musical notation (probablemente semejante a modern affettuoso a indicar solemnity de movement); por implicación, machination
india	1	H1912: Desde la India. Hodu (es decir, Hindustan)
myrtle	1	H1918: Mirtos. Myrtle
magnify	1	H1922: Honraste. Magnify (figurativamente)
imposing	1	H1935: Honor. Grandeur (es decir, imposing forma y apariencia)
ayes	1	H1958: Ayes. Lamentación
acclaim	1	H1960: Himnos. Propiamente, acclaim, es decir, choir de singers
singers	1	H1960: Himnos. Propiamente, acclaim, es decir, choir de singers
celebration	1	H1974: Loores. Celebration de thanksgiving para cosecha
thanksgiving	1	H1974: Loores. Celebration de thanksgiving para cosecha
hillel	1	H1985: Hillel, un israelita
disband	1	H1986: Hollaron. Golpear abajo; por implicación, a martillo, stamp, conquer, disband
disquietude	1	H1995: Multitud. Noise, tumulto, multitud; también disquietude, riqueza
emblematic	1	H1996: Multitude de Gog; fanciful nombre de emblematic lugar en Palestina
mountaineer	1	H2033: Harorite o mountaineer
demolished	1	H2034: Algo demolished
assail	1	H2050: Maquinaréis. Propiamente, a romper en sobre, es decir, a assail
aden	1	H2051: Vedan (o Aden), lugar en Arabia
rancid	1	H2092: Aborrezca. Ser rancid, es decir, (transitivamente) a loathe
enlighten	1	H2094: Enseña. Gleam; figurativamente, a enlighten (por caution)
admonished	1	H2095: Mirad. (pasivamente) ser admonished
seminal	1	H2101: Flujo. Seminal o menstrual flux
seethe	1	H2102: Guisó. Seethe; figurativamente, a ser insolent
tighten	1	H2115: Apretar junto, tighten
displace	1	H2118: Se apartase. Shove o displace
leaps	1	H2131: Llamas. Propiamente, qué leaps adelante, es decir, destello de fuego, o ardiente flecha; también (de original sentido de raíz) vínculo
illuminating	1	H2132: Oliva. Olive (como yielding illuminating aceite), árbol, branch o berry
translucent	1	H2135: Limpiará. Ser translucent; figurativamente, a ser inocente
recognized	1	H2142: Acordaos. Propiamente, a marca (así como a ser recognized), es decir, a remember; por implicación, a mention; a ser masculino
commemoration	1	H2143: Memoria. Memento, en abstracto recollection (raramente si siempre); por implicación, commemoration
remembered	1	H2145: Varón. Propiamente, remembered, es decir, masculino (de hombre o animales, como siendo más noteworthy sex)
noteworthy	1	H2145: Varón. Propiamente, remembered, es decir, masculino (de hombre o animales, como siendo más noteworthy sex)
prodigal	1	H2151: Comilón. Sacudir (como en viento), es decir, a quake; figurativamente, a ser suelto moralmente, sin valor o prodigal
horror	1	H2152: Horror. Resplandor (de viento o ira); también famine (como consuming)
maid	1	H2153: Zilpah, Leah's maid
trim	1	H2168: Podarás. Trim (vid)
touching	1	H2169: Cabra montés. Gazelle (de su lightly touching suelo)
musician	1	H2171: Cantores. Instrumental musician
developed	1	H2177: Diversas materias odoríferas. Propiamente, nourished (o por completo developed), es decir, forma o clase
fornication	1	H2181: Ramera. Commit adulterio (habitualmente de femenino, y menos menudo de simple fornication, raramente de involuntary ravishment); figurativamente, a commit idolatría (Judío pueblo siendo regarded como spouse de Jehová)
spouse	1	H2181: Ramera. Commit adulterio (habitualmente de femenino, y menos menudo de simple fornication, raramente de involuntary ravishment); figurativamente, a commit idolatría (Judío pueblo siendo regarded como spouse de Jehová)
